证券代码,证券简称,起始交易日期,最后交易日期,交割月份,行权价格,期权类型
10000304.SH,50ETF购2015年12月2450,2015-07-28,2015-12-23,201512,2.4500,认购
10000305.SH,50ETF沽2015年12月2400,2015-07-28,2015-12-23,201512,2.4000,认沽
10000306.SH,50ETF沽2015年12月2450,2015-07-28,2015-12-23,201512,2.4500,认沽
10000307.SH,50ETF购2016年3月2400,2015-07-28,2016-03-23,201603,2.4000,认购
10000308.SH,50ETF购2016年3月2450,2015-07-28,2016-03-23,201603,2.4500,认购
10000309.SH,50ETF购2016年3月2500,2015-07-28,2016-03-23,201603,2.5000,认购
10000310.SH,50ETF购2016年3月2550,2015-07-28,2016-03-23,201603,2.5500,认购
10000311.SH,50ETF购2016年3月2600,2015-07-28,2016-03-23,201603,2.6000,认购
10000312.SH,50ETF沽2016年3月2400,2015-07-28,2016-03-23,201603,2.4000,认沽
10000313.SH,50ETF沽2016年3月2450,2015-07-28,2016-03-23,201603,2.4500,认沽
10000314.SH,50ETF沽2016年3月2500,2015-07-28,2016-03-23,201603,2.5000,认沽
10000315.SH,50ETF沽2016年3月2550,2015-07-28,2016-03-23,201603,2.5500,认沽
10000316.SH,50ETF沽2016年3月2600,2015-07-28,2016-03-23,201603,2.6000,认沽
10000317.SH,50ETF购2015年8月2350,2015-07-31,2015-08-26,201508,2.3500,认购
10000318.SH,50ETF沽2015年8月2350,2015-07-31,2015-08-26,201508,2.3500,认沽
10000319.SH,50ETF购2015年12月2350,2015-07-31,2015-12-23,201512,2.3500,认购
10000320.SH,50ETF沽2015年12月2350,2015-07-31,2015-12-23,201512,2.3500,认沽
10000321.SH,50ETF购2016年3月2350,2015-07-31,2016-03-23,201603,2.3500,认购
10000322.SH,50ETF沽2016年3月2350,2015-07-31,2016-03-23,201603,2.3500,认沽
10000323.SH,50ETF购2015年8月2300,2015-08-19,2015-08-26,201508,2.3000,认购
10000324.SH,50ETF沽2015年8月2300,2015-08-19,2015-08-26,201508,2.3000,认沽
10000325.SH,50ETF购2015年12月2300,2015-08-19,2015-12-23,201512,2.3000,认购
10000326.SH,50ETF沽2015年12月2300,2015-08-19,2015-12-23,201512,2.3000,认沽
10000327.SH,50ETF购2016年3月2300,2015-08-19,2016-03-23,201603,2.3000,认购
10000328.SH,50ETF沽2016年3月2300,2015-08-19,2016-03-23,201603,2.3000,认沽
10000329.SH,50ETF购2015年8月2250,2015-08-21,2015-08-26,201508,2.2500,认购
10000330.SH,50ETF沽2015年8月2250,2015-08-21,2015-08-26,201508,2.2500,认沽
10000331.SH,50ETF购2015年12月2250,2015-08-21,2015-12-23,201512,2.2500,认购
10000332.SH,50ETF沽2015年12月2250,2015-08-21,2015-12-23,201512,2.2500,认沽
10000333.SH,50ETF购2016年3月2250,2015-08-21,2016-03-23,201603,2.2500,认购
10000334.SH,50ETF沽2016年3月2250,2015-08-21,2016-03-23,201603,2.2500,认沽
10000335.SH,50ETF购2015年8月2150,2015-08-24,2015-08-26,201508,2.1500,认购
10000336.SH,50ETF购2015年8月2200,2015-08-24,2015-08-26,201508,2.2000,认购
10000337.SH,50ETF沽2015年8月2150,2015-08-24,2015-08-26,201508,2.1500,认沽
10000338.SH,50ETF沽2015年8月2200,2015-08-24,2015-08-26,201508,2.2000,认沽
10000339.SH,50ETF购2015年9月2150,2015-08-24,2015-09-23,201509,2.1500,认购
10000340.SH,50ETF沽2015年9月2150,2015-08-24,2015-09-23,201509,2.1500,认沽
10000341.SH,50ETF购2015年12月2150,2015-08-24,2015-12-23,201512,2.1500,认购
10000342.SH,50ETF购2015年12月2200,2015-08-24,2015-12-23,201512,2.2000,认购
10000343.SH,50ETF沽2015年12月2150,2015-08-24,2015-12-23,201512,2.1500,认沽
10000344.SH,50ETF沽2015年12月2200,2015-08-24,2015-12-23,201512,2.2000,认沽
10000345.SH,50ETF购2016年3月2150,2015-08-24,2016-03-23,201603,2.1500,认购
10000346.SH,50ETF购2016年3月2200,2015-08-24,2016-03-23,201603,2.2000,认购
10000347.SH,50ETF沽2016年3月2150,2015-08-24,2016-03-23,201603,2.1500,认沽
10000348.SH,50ETF沽2016年3月2200,2015-08-24,2016-03-23,201603,2.2000,认沽
10000349.SH,50ETF购2015年8月1950,2015-08-25,2015-08-26,201508,1.9500,认购
10000350.SH,50ETF购2015年8月2000,2015-08-25,2015-08-26,201508,2.0000,认购
10000351.SH,50ETF购2015年8月2050,2015-08-25,2015-08-26,201508,2.0500,认购
10000352.SH,50ETF购2015年8月2100,2015-08-25,2015-08-26,201508,2.1000,认购
10000353.SH,50ETF沽2015年8月1950,2015-08-25,2015-08-26,201508,1.9500,认沽
10000354.SH,50ETF沽2015年8月2000,2015-08-25,2015-08-26,201508,2.0000,认沽
10000355.SH,50ETF沽2015年8月2050,2015-08-25,2015-08-26,201508,2.0500,认沽
10000356.SH,50ETF沽2015年8月2100,2015-08-25,2015-08-26,201508,2.1000,认沽
10000357.SH,50ETF购2015年9月1950,2015-08-25,2015-09-23,201509,1.9500,认购
10000358.SH,50ETF购2015年9月2000,2015-08-25,2015-09-23,201509,2.0000,认购
10000359.SH,50ETF购2015年9月2050,2015-08-25,2015-09-23,201509,2.0500,认购
10000360.SH,50ETF购2015年9月2100,2015-08-25,2015-09-23,201509,2.1000,认购
10000361.SH,50ETF沽2015年9月1950,2015-08-25,2015-09-23,201509,1.9500,认沽
10000362.SH,50ETF沽2015年9月2000,2015-08-25,2015-09-23,201509,2.0000,认沽
10000363.SH,50ETF沽2015年9月2050,2015-08-25,2015-09-23,201509,2.0500,认沽
10000364.SH,50ETF沽2015年9月2100,2015-08-25,2015-09-23,201509,2.1000,认沽
10000365.SH,50ETF购2015年12月1950,2015-08-25,2015-12-23,201512,1.9500,认购
10000366.SH,50ETF购2015年12月2000,2015-08-25,2015-12-23,201512,2.0000,认购
10000367.SH,50ETF购2015年12月2050,2015-08-25,2015-12-23,201512,2.0500,认购
10000368.SH,50ETF购2015年12月2100,2015-08-25,2015-12-23,201512,2.1000,认购
10000369.SH,50ETF沽2015年12月1950,2015-08-25,2015-12-23,201512,1.9500,认沽
10000370.SH,50ETF沽2015年12月2000,2015-08-25,2015-12-23,201512,2.0000,认沽
10000371.SH,50ETF沽2015年12月2050,2015-08-25,2015-12-23,201512,2.0500,认沽
10000372.SH,50ETF沽2015年12月2100,2015-08-25,2015-12-23,201512,2.1000,认沽
10000373.SH,50ETF购2016年3月1950,2015-08-25,2016-03-23,201603,1.9500,认购
10000374.SH,50ETF购2016年3月2000,2015-08-25,2016-03-23,201603,2.0000,认购
10000375.SH,50ETF购2016年3月2050,2015-08-25,2016-03-23,201603,2.0500,认购
10000376.SH,50ETF购2016年3月2100,2015-08-25,2016-03-23,201603,2.1000,认购
10000377.SH,50ETF沽2016年3月1950,2015-08-25,2016-03-23,201603,1.9500,认沽
10000378.SH,50ETF沽2016年3月2000,2015-08-25,2016-03-23,201603,2.0000,认沽
10000379.SH,50ETF沽2016年3月2050,2015-08-25,2016-03-23,201603,2.0500,认沽
10000380.SH,50ETF沽2016年3月2100,2015-08-25,2016-03-23,201603,2.1000,认沽
10000381.SH,50ETF购2015年8月1800,2015-08-26,2015-08-26,201508,1.8000,认购
10000382.SH,50ETF购2015年8月1850,2015-08-26,2015-08-26,201508,1.8500,认购
10000383.SH,50ETF购2015年8月1900,2015-08-26,2015-08-26,201508,1.9000,认购
10000384.SH,50ETF沽2015年8月1800,2015-08-26,2015-08-26,201508,1.8000,认沽
10000385.SH,50ETF沽2015年8月1850,2015-08-26,2015-08-26,201508,1.8500,认沽
10000386.SH,50ETF沽2015年8月1900,2015-08-26,2015-08-26,201508,1.9000,认沽
10000387.SH,50ETF购2015年9月1800,2015-08-26,2015-09-23,201509,1.8000,认购
10000388.SH,50ETF购2015年9月1850,2015-08-26,2015-09-23,201509,1.8500,认购
10000389.SH,50ETF购2015年9月1900,2015-08-26,2015-09-23,201509,1.9000,认购
10000390.SH,50ETF沽2015年9月1800,2015-08-26,2015-09-23,201509,1.8000,认沽
10000391.SH,50ETF沽2015年9月1850,2015-08-26,2015-09-23,201509,1.8500,认沽
10000392.SH,50ETF沽2015年9月1900,2015-08-26,2015-09-23,201509,1.9000,认沽
10000393.SH,50ETF购2015年12月1800,2015-08-26,2015-12-23,201512,1.8000,认购
10000394.SH,50ETF购2015年12月1850,2015-08-26,2015-12-23,201512,1.8500,认购
10000395.SH,50ETF购2015年12月1900,2015-08-26,2015-12-23,201512,1.9000,认购
10000396.SH,50ETF沽2015年12月1800,2015-08-26,2015-12-23,201512,1.8000,认沽
10000397.SH,50ETF沽2015年12月1850,2015-08-26,2015-12-23,201512,1.8500,认沽
10000398.SH,50ETF沽2015年12月1900,2015-08-26,2015-12-23,201512,1.9000,认沽
10000399.SH,50ETF购2016年3月1800,2015-08-26,2016-03-23,201603,1.8000,认购
10000400.SH,50ETF购2016年3月1850,2015-08-26,2016-03-23,201603,1.8500,认购
10000401.SH,50ETF购2016年3月1900,2015-08-26,2016-03-23,201603,1.9000,认购
10000402.SH,50ETF沽2016年3月1800,2015-08-26,2016-03-23,201603,1.8000,认沽
10000403.SH,50ETF沽2016年3月1850,2015-08-26,2016-03-23,201603,1.8500,认沽
10000404.SH,50ETF沽2016年3月1900,2015-08-26,2016-03-23,201603,1.9000,认沽
10000405.SH,50ETF购2015年10月1850,2015-08-27,2015-10-28,201510,1.8500,认购
10000406.SH,50ETF购2015年10月1900,2015-08-27,2015-10-28,201510,1.9000,认购
10000407.SH,50ETF购2015年10月1950,2015-08-27,2015-10-28,201510,1.9500,认购
10000408.SH,50ETF购2015年10月2000,2015-08-27,2015-10-28,201510,2.0000,认购
10000409.SH,50ETF购2015年10月2050,2015-08-27,2015-10-28,201510,2.0500,认购
10000410.SH,50ETF沽2015年10月1850,2015-08-27,2015-10-28,201510,1.8500,认沽
10000411.SH,50ETF沽2015年10月1900,2015-08-27,2015-10-28,201510,1.9000,认沽
10000412.SH,50ETF沽2015年10月1950,2015-08-27,2015-10-28,201510,1.9500,认沽
10000413.SH,50ETF沽2015年10月2000,2015-08-27,2015-10-28,201510,2.0000,认沽
10000414.SH,50ETF沽2015年10月2050,2015-08-27,2015-10-28,201510,2.0500,认沽
10000415.SH,50ETF购2015年10月2100,2015-08-28,2015-10-28,201510,2.1000,认购
10000416.SH,50ETF购2015年10月2150,2015-08-28,2015-10-28,201510,2.1500,认购
10000417.SH,50ETF购2015年10月2200,2015-08-28,2015-10-28,201510,2.2000,认购
10000418.SH,50ETF沽2015年10月2100,2015-08-28,2015-10-28,201510,2.1000,认沽
10000419.SH,50ETF沽2015年10月2150,2015-08-28,2015-10-28,201510,2.1500,认沽
10000420.SH,50ETF沽2015年10月2200,2015-08-28,2015-10-28,201510,2.2000,认沽
10000421.SH,50ETF购2015年10月2250,2015-08-31,2015-10-28,201510,2.2500,认购
10000422.SH,50ETF沽2015年10月2250,2015-08-31,2015-10-28,201510,2.2500,认沽
10000423.SH,50ETF购2015年10月2300,2015-09-01,2015-10-28,201510,2.3000,认购
10000424.SH,50ETF沽2015年10月2300,2015-09-01,2015-10-28,201510,2.3000,认沽
10000425.SH,50ETF购2015年10月2350,2015-09-02,2015-10-28,201510,2.3500,认购
10000426.SH,50ETF沽2015年10月2350,2015-09-02,2015-10-28,201510,2.3500,认沽
10000427.SH,50ETF购2015年11月2100,2015-09-24,2015-11-25,201511,2.1000,认购
10000428.SH,50ETF购2015年11月2150,2015-09-24,2015-11-25,201511,2.1500,认购
10000429.SH,50ETF购2015年11月2200,2015-09-24,2015-11-25,201511,2.2000,认购
10000430.SH,50ETF购2015年11月2250,2015-09-24,2015-11-25,201511,2.2500,认购
10000431.SH,50ETF购2015年11月2300,2015-09-24,2015-11-25,201511,2.3000,认购
10000432.SH,50ETF沽2015年11月2100,2015-09-24,2015-11-25,201511,2.1000,认沽
10000433.SH,50ETF沽2015年11月2150,2015-09-24,2015-11-25,201511,2.1500,认沽
10000434.SH,50ETF沽2015年11月2200,2015-09-24,2015-11-25,201511,2.2000,认沽
10000435.SH,50ETF沽2015年11月2250,2015-09-24,2015-11-25,201511,2.2500,认沽
10000436.SH,50ETF沽2015年11月2300,2015-09-24,2015-11-25,201511,2.3000,认沽
10000437.SH,50ETF购2015年11月2050,2015-09-28,2015-11-25,201511,2.0500,认购
10000438.SH,50ETF沽2015年11月2050,2015-09-28,2015-11-25,201511,2.0500,认沽
10000439.SH,50ETF购2015年10月2400,2015-10-13,2015-10-28,201510,2.4000,认购
10000440.SH,50ETF沽2015年10月2400,2015-10-13,2015-10-28,201510,2.4000,认沽
10000441.SH,50ETF购2015年11月2350,2015-10-13,2015-11-25,201511,2.3500,认购
10000442.SH,50ETF购2015年11月2400,2015-10-13,2015-11-25,201511,2.4000,认购
10000443.SH,50ETF沽2015年11月2350,2015-10-13,2015-11-25,201511,2.3500,认沽
10000444.SH,50ETF沽2015年11月2400,2015-10-13,2015-11-25,201511,2.4000,认沽
10000445.SH,50ETF购2015年10月2450,2015-10-21,2015-10-28,201510,2.4500,认购
10000446.SH,50ETF沽2015年10月2450,2015-10-21,2015-10-28,201510,2.4500,认沽
10000447.SH,50ETF购2015年11月2450,2015-10-21,2015-11-25,201511,2.4500,认购
10000448.SH,50ETF沽2015年11月2450,2015-10-21,2015-11-25,201511,2.4500,认沽
10000449.SH,50ETF购2016年6月2200,2015-10-29,2016-06-22,201606,2.2000,认购
10000450.SH,50ETF购2016年6月2250,2015-10-29,2016-06-22,201606,2.2500,认购
10000451.SH,50ETF购2016年6月2300,2015-10-29,2016-06-22,201606,2.3000,认购
10000452.SH,50ETF购2016年6月2350,2015-10-29,2016-06-22,201606,2.3500,认购
10000453.SH,50ETF购2016年6月2400,2015-10-29,2016-06-22,201606,2.4000,认购
10000454.SH,50ETF沽2016年6月2200,2015-10-29,2016-06-22,201606,2.2000,认沽
10000455.SH,50ETF沽2016年6月2250,2015-10-29,2016-06-22,201606,2.2500,认沽
10000456.SH,50ETF沽2016年6月2300,2015-10-29,2016-06-22,201606,2.3000,认沽
10000457.SH,50ETF沽2016年6月2350,2015-10-29,2016-06-22,201606,2.3500,认沽
10000458.SH,50ETF沽2016年6月2400,2015-10-29,2016-06-22,201606,2.4000,认沽
10000459.SH,50ETF购2016年6月2150,2015-11-04,2016-06-22,201606,2.1500,认购
10000460.SH,50ETF沽2016年6月2150,2015-11-04,2016-06-22,201606,2.1500,认沽
10000461.SH,50ETF购2015年11月2500,2015-11-05,2015-11-25,201511,2.5000,认购
10000462.SH,50ETF沽2015年11月2500,2015-11-05,2015-11-25,201511,2.5000,认沽
10000463.SH,50ETF购2016年6月2450,2015-11-05,2016-06-22,201606,2.4500,认购
10000464.SH,50ETF购2016年6月2500,2015-11-05,2016-06-22,201606,2.5000,认购
10000465.SH,50ETF沽2016年6月2450,2015-11-05,2016-06-22,201606,2.4500,认沽
10000466.SH,50ETF沽2016年6月2500,2015-11-05,2016-06-22,201606,2.5000,认沽
10000467.SH,50ETF购2015年11月2550,2015-11-06,2015-11-25,201511,2.5500,认购
10000468.SH,50ETF沽2015年11月2550,2015-11-06,2015-11-25,201511,2.5500,认沽
10000469.SH,50ETF购2016年6月2550,2015-11-06,2016-06-22,201606,2.5500,认购
10000470.SH,50ETF沽2016年6月2550,2015-11-06,2016-06-22,201606,2.5500,认沽
10000471.SH,50ETF购2015年11月2600,2015-11-09,2015-11-25,201511,2.6000,认购
10000472.SH,50ETF沽2015年11月2600,2015-11-09,2015-11-25,201511,2.6000,认沽
10000473.SH,50ETF购2016年6月2600,2015-11-09,2016-06-22,201606,2.6000,认购
10000474.SH,50ETF沽2016年6月2600,2015-11-09,2016-06-22,201606,2.6000,认沽
10000475.SH,50ETF购2015年11月2650,2015-11-10,2015-11-25,201511,2.6500,认购
10000476.SH,50ETF沽2015年11月2650,2015-11-10,2015-11-25,201511,2.6500,认沽
10000477.SH,50ETF购2016年6月2650,2015-11-10,2016-06-22,201606,2.6500,认购
10000478.SH,50ETF沽2016年6月2650,2015-11-10,2016-06-22,201606,2.6500,认沽
10000479.SH,50ETF购2016年1月2350,2015-11-26,2016-01-27,201601,2.3500,认购
10000480.SH,50ETF购2016年1月2400,2015-11-26,2016-01-27,201601,2.4000,认购
10000481.SH,50ETF购2016年1月2450,2015-11-26,2016-01-27,201601,2.4500,认购
10000482.SH,50ETF购2016年1月2500,2015-11-26,2016-01-27,201601,2.5000,认购
10000483.SH,50ETF购2016年1月2550,2015-11-26,2016-01-27,201601,2.5500,认购
10000484.SH,50ETF沽2016年1月2350,2015-11-26,2016-01-27,201601,2.3500,认沽
10000485.SH,50ETF沽2016年1月2400,2015-11-26,2016-01-27,201601,2.4000,认沽
10000486.SH,50ETF沽2016年1月2450,2015-11-26,2016-01-27,201601,2.4500,认沽
10000487.SH,50ETF沽2016年1月2500,2015-11-26,2016-01-27,201601,2.5000,认沽
10000488.SH,50ETF沽2016年1月2550,2015-11-26,2016-01-27,201601,2.5500,认沽
10000489.SH,50ETF购2016年1月2200,2015-11-30,2016-01-27,201601,2.2000,认购
10000490.SH,50ETF购2016年1月2250,2015-11-30,2016-01-27,201601,2.2500,认购
10000491.SH,50ETF购2016年1月2300,2015-11-30,2016-01-27,201601,2.3000,认购
10000492.SH,50ETF沽2016年1月2200,2015-11-30,2016-01-27,201601,2.2000,认沽
10000493.SH,50ETF沽2016年1月2250,2015-11-30,2016-01-27,201601,2.2500,认沽
10000494.SH,50ETF沽2016年1月2300,2015-11-30,2016-01-27,201601,2.3000,认沽
10000495.SH,50ETF购2016年1月2600,2015-12-22,2016-01-27,201601,2.6000,认购
10000496.SH,50ETF沽2016年1月2600,2015-12-22,2016-01-27,201601,2.6000,认沽
10000497.SH,50ETF购2016年2月2400,2015-12-24,2016-02-24,201602,2.4000,认购
10000498.SH,50ETF购2016年2月2450,2015-12-24,2016-02-24,201602,2.4500,认购
10000499.SH,50ETF购2016年2月2500,2015-12-24,2016-02-24,201602,2.5000,认购
10000500.SH,50ETF购2016年2月2550,2015-12-24,2016-02-24,201602,2.5500,认购
10000501.SH,50ETF购2016年2月2600,2015-12-24,2016-02-24,201602,2.6000,认购
10000502.SH,50ETF沽2016年2月2400,2015-12-24,2016-02-24,201602,2.4000,认沽
10000503.SH,50ETF沽2016年2月2450,2015-12-24,2016-02-24,201602,2.4500,认沽
10000504.SH,50ETF沽2016年2月2500,2015-12-24,2016-02-24,201602,2.5000,认沽
10000505.SH,50ETF沽2016年2月2550,2015-12-24,2016-02-24,201602,2.5500,认沽
10000506.SH,50ETF沽2016年2月2600,2015-12-24,2016-02-24,201602,2.6000,认沽
10000507.SH,50ETF购2016年2月2300,2015-12-29,2016-02-24,201602,2.3000,认购
10000508.SH,50ETF购2016年2月2350,2015-12-29,2016-02-24,201602,2.3500,认购
10000509.SH,50ETF沽2016年2月2300,2015-12-29,2016-02-24,201602,2.3000,认沽
10000510.SH,50ETF沽2016年2月2350,2015-12-29,2016-02-24,201602,2.3500,认沽
10000511.SH,50ETF购2016年2月2200,2016-01-05,2016-02-24,201602,2.2000,认购
10000512.SH,50ETF购2016年2月2250,2016-01-05,2016-02-24,201602,2.2500,认购
10000513.SH,50ETF沽2016年2月2200,2016-01-05,2016-02-24,201602,2.2000,认沽
10000514.SH,50ETF沽2016年2月2250,2016-01-05,2016-02-24,201602,2.2500,认沽
10000515.SH,50ETF购2016年1月2100,2016-01-08,2016-01-27,201601,2.1000,认购
10000516.SH,50ETF购2016年1月2150,2016-01-08,2016-01-27,201601,2.1500,认购
10000517.SH,50ETF沽2016年1月2100,2016-01-08,2016-01-27,201601,2.1000,认沽
10000518.SH,50ETF沽2016年1月2150,2016-01-08,2016-01-27,201601,2.1500,认沽
10000519.SH,50ETF购2016年2月2100,2016-01-08,2016-02-24,201602,2.1000,认购
10000520.SH,50ETF购2016年2月2150,2016-01-08,2016-02-24,201602,2.1500,认购
10000521.SH,50ETF沽2016年2月2100,2016-01-08,2016-02-24,201602,2.1000,认沽
10000522.SH,50ETF沽2016年2月2150,2016-01-08,2016-02-24,201602,2.1500,认沽
10000523.SH,50ETF购2016年6月2100,2016-01-08,2016-06-22,201606,2.1000,认购
10000524.SH,50ETF沽2016年6月2100,2016-01-08,2016-06-22,201606,2.1000,认沽
10000525.SH,50ETF购2016年1月2050,2016-01-12,2016-01-27,201601,2.0500,认购
10000526.SH,50ETF沽2016年1月2050,2016-01-12,2016-01-27,201601,2.0500,认沽
10000527.SH,50ETF购2016年2月2050,2016-01-12,2016-02-24,201602,2.0500,认购
10000528.SH,50ETF沽2016年2月2050,2016-01-12,2016-02-24,201602,2.0500,认沽
10000529.SH,50ETF购2016年6月2050,2016-01-12,2016-06-22,201606,2.0500,认购
10000530.SH,50ETF沽2016年6月2050,2016-01-12,2016-06-22,201606,2.0500,认沽
10000531.SH,50ETF购2016年1月2000,2016-01-14,2016-01-27,201601,2.0000,认购
10000532.SH,50ETF沽2016年1月2000,2016-01-14,2016-01-27,201601,2.0000,认沽
10000533.SH,50ETF购2016年2月2000,2016-01-14,2016-02-24,201602,2.0000,认购
10000534.SH,50ETF沽2016年2月2000,2016-01-14,2016-02-24,201602,2.0000,认沽
10000535.SH,50ETF购2016年6月2000,2016-01-14,2016-06-22,201606,2.0000,认购
10000536.SH,50ETF沽2016年6月2000,2016-01-14,2016-06-22,201606,2.0000,认沽
10000537.SH,50ETF购2016年1月1950,2016-01-18,2016-01-27,201601,1.9500,认购
10000538.SH,50ETF沽2016年1月1950,2016-01-18,2016-01-27,201601,1.9500,认沽
10000539.SH,50ETF购2016年2月1950,2016-01-18,2016-02-24,201602,1.9500,认购
10000540.SH,50ETF沽2016年2月1950,2016-01-18,2016-02-24,201602,1.9500,认沽
10000541.SH,50ETF购2016年6月1950,2016-01-18,2016-06-22,201606,1.9500,认购
10000542.SH,50ETF沽2016年6月1950,2016-01-18,2016-06-22,201606,1.9500,认沽
10000543.SH,50ETF购2016年1月1850,2016-01-27,2016-01-27,201601,1.8500,认购
10000544.SH,50ETF购2016年1月1900,2016-01-27,2016-01-27,201601,1.9000,认购
10000545.SH,50ETF沽2016年1月1850,2016-01-27,2016-01-27,201601,1.8500,认沽
10000546.SH,50ETF沽2016年1月1900,2016-01-27,2016-01-27,201601,1.9000,认沽
10000547.SH,50ETF购2016年2月1850,2016-01-27,2016-02-24,201602,1.8500,认购
10000548.SH,50ETF购2016年2月1900,2016-01-27,2016-02-24,201602,1.9000,认购
10000549.SH,50ETF沽2016年2月1850,2016-01-27,2016-02-24,201602,1.8500,认沽
10000550.SH,50ETF沽2016年2月1900,2016-01-27,2016-02-24,201602,1.9000,认沽
10000551.SH,50ETF购2016年6月1850,2016-01-27,2016-06-22,201606,1.8500,认购
10000552.SH,50ETF购2016年6月1900,2016-01-27,2016-06-22,201606,1.9000,认购
10000553.SH,50ETF沽2016年6月1850,2016-01-27,2016-06-22,201606,1.8500,认沽
10000554.SH,50ETF沽2016年6月1900,2016-01-27,2016-06-22,201606,1.9000,认沽
10000555.SH,50ETF购2016年9月1850,2016-01-28,2016-09-28,201609,1.8500,认购
10000556.SH,50ETF购2016年9月1900,2016-01-28,2016-09-28,201609,1.9000,认购
10000557.SH,50ETF购2016年9月1950,2016-01-28,2016-09-28,201609,1.9500,认购
10000558.SH,50ETF购2016年9月2000,2016-01-28,2016-09-28,201609,2.0000,认购
10000559.SH,50ETF购2016年9月2050,2016-01-28,2016-09-28,201609,2.0500,认购
10000560.SH,50ETF沽2016年9月1850,2016-01-28,2016-09-28,201609,1.8500,认沽
10000561.SH,50ETF沽2016年9月1900,2016-01-28,2016-09-28,201609,1.9000,认沽
10000562.SH,50ETF沽2016年9月1950,2016-01-28,2016-09-28,201609,1.9500,认沽
10000563.SH,50ETF沽2016年9月2000,2016-01-28,2016-09-28,201609,2.0000,认沽
10000564.SH,50ETF沽2016年9月2050,2016-01-28,2016-09-28,201609,2.0500,认沽
10000565.SH,50ETF购2016年2月1800,2016-01-29,2016-02-24,201602,1.8000,认购
10000566.SH,50ETF沽2016年2月1800,2016-01-29,2016-02-24,201602,1.8000,认沽
10000567.SH,50ETF购2016年6月1800,2016-01-29,2016-06-22,201606,1.8000,认购
